Codigo de Pais,Pais,Periodo,PIB (Millones de Euros),Indicador,Unidad,Anio
RO,Romania,2021,182640.1,B1GQ,CLV10_MEUR,2021
RO,Romania,2022,190288.5,B1GQ,CLV10_MEUR,2022
RO,Romania,2023,194584.7,B1GQ,CLV10_MEUR,2023
RO,Romania,2024,196367.1,B1GQ,CLV10_MEUR,2024
RS,Serbia,2015,32686.0,B1GQ,CLV10_MEUR,2015
RS,Serbia,2016,33658.5,B1GQ,CLV10_MEUR,2016
RS,Serbia,2017,34454.0,B1GQ,CLV10_MEUR,2017
RS,Serbia,2018,36055.9,B1GQ,CLV10_MEUR,2018
RS,Serbia,2019,37768.6,B1GQ,CLV10_MEUR,2019
RS,Serbia,2020,37409.8,B1GQ,CLV10_MEUR,2020
RS,Serbia,2021,40383.5,B1GQ,CLV10_MEUR,2021
RS,Serbia,2022,41475.3,B1GQ,CLV10_MEUR,2022
RS,Serbia,2023,43029.8,B1GQ,CLV10_MEUR,2023
RS,Serbia,2024,44729.4,B1GQ,CLV10_MEUR,2024
SE,Sweden,2015,413175.5,B1GQ,CLV10_MEUR,2015
SE,Sweden,2016,421981.0,B1GQ,CLV10_MEUR,2016
SE,Sweden,2017,429926.2,B1GQ,CLV10_MEUR,2017
SE,Sweden,2018,437536.9,B1GQ,CLV10_MEUR,2018
SE,Sweden,2019,448948.9,B1GQ,CLV10_MEUR,2019
SE,Sweden,2020,440267.2,B1GQ,CLV10_MEUR,2020
SE,Sweden,2021,463274.9,B1GQ,CLV10_MEUR,2021
SE,Sweden,2022,469091.0,B1GQ,CLV10_MEUR,2022
SE,Sweden,2023,468133.8,B1GQ,CLV10_MEUR,2023
SE,Sweden,2024,471972.8,B1GQ,CLV10_MEUR,2024
SI,Slovenia,2015,36763.5,B1GQ,CLV10_MEUR,2015
SI,Slovenia,2016,37879.1,B1GQ,CLV10_MEUR,2016
SI,Slovenia,2017,39839.1,B1GQ,CLV10_MEUR,2017
SI,Slovenia,2018,41583.7,B1GQ,CLV10_MEUR,2018
SI,Slovenia,2019,43041.3,B1GQ,CLV10_MEUR,2019
SI,Slovenia,2020,41283.0,B1GQ,CLV10_MEUR,2020
SI,Slovenia,2021,44757.8,B1GQ,CLV10_MEUR,2021
SI,Slovenia,2022,45952.1,B1GQ,CLV10_MEUR,2022
SI,Slovenia,2023,47043.9,B1GQ,CLV10_MEUR,2023
SI,Slovenia,2024,47858.4,B1GQ,CLV10_MEUR,2024
SK,Slovakia,2015,77883.2,B1GQ,CLV10_MEUR,2015
SK,Slovakia,2016,79400.3,B1GQ,CLV10_MEUR,2016
SK,Slovakia,2017,81682.8,B1GQ,CLV10_MEUR,2017
SK,Slovakia,2018,85000.9,B1GQ,CLV10_MEUR,2018
SK,Slovakia,2019,86935.4,B1GQ,CLV10_MEUR,2019
SK,Slovakia,2020,84687.7,B1GQ,CLV10_MEUR,2020
SK,Slovakia,2021,89477.5,B1GQ,CLV10_MEUR,2021
SK,Slovakia,2022,89964.8,B1GQ,CLV10_MEUR,2022
SK,Slovakia,2023,91865.4,B1GQ,CLV10_MEUR,2023
SK,Slovakia,2024,93646.4,B1GQ,CLV10_MEUR,2024
TR,Türkiye,2015,822658.2,B1GQ,CLV10_MEUR,2015
TR,Türkiye,2016,850000.6,B1GQ,CLV10_MEUR,2016
TR,Türkiye,2017,916520.5,B1GQ,CLV10_MEUR,2017
TR,Türkiye,2018,948306.8,B1GQ,CLV10_MEUR,2018
TR,Türkiye,2019,960650.2,B1GQ,CLV10_MEUR,2019
TR,Türkiye,2020,977971.3,B1GQ,CLV10_MEUR,2020
TR,Türkiye,2021,1093480.4,B1GQ,CLV10_MEUR,2021
TR,Türkiye,2022,1152979.2,B1GQ,CLV10_MEUR,2022
TR,Türkiye,2023,1211148.4,B1GQ,CLV10_MEUR,2023
TR,Türkiye,2024,1251450.8,B1GQ,CLV10_MEUR,2024
UA,Ukraine,2015,91135.1,B1GQ,CLV10_MEUR,2015
UA,Ukraine,2016,93359.7,B1GQ,CLV10_MEUR,2016
UA,Ukraine,2017,95563.0,B1GQ,CLV10_MEUR,2017
UA,Ukraine,2018,98896.6,B1GQ,CLV10_MEUR,2018
UA,Ukraine,2019,102060.8,B1GQ,CLV10_MEUR,2019
UA,Ukraine,2020,98230.6,B1GQ,CLV10_MEUR,2020
UA,Ukraine,2021,101615.3,B1GQ,CLV10_MEUR,2021
UA,Ukraine,2022,72392.2,B1GQ,CLV10_MEUR,2022
UA,Ukraine,2023,76398.9,B1GQ,CLV10_MEUR,2023
UK,United Kingdom,2015,2069251.0,B1GQ,CLV10_MEUR,2015
UK,United Kingdom,2016,2104891.5,B1GQ,CLV10_MEUR,2016
UK,United Kingdom,2017,2141523.2,B1GQ,CLV10_MEUR,2017
UK,United Kingdom,2018,2168347.7,B1GQ,CLV10_MEUR,2018
UK,United Kingdom,2019,2198071.7,B1GQ,CLV10_MEUR,2019
XK,Kosovo*,2015,5026.5,B1GQ,CLV10_MEUR,2015
XK,Kosovo*,2016,5306.5,B1GQ,CLV10_MEUR,2016
XK,Kosovo*,2017,5562.6,B1GQ,CLV10_MEUR,2017
XK,Kosovo*,2018,5752.1,B1GQ,CLV10_MEUR,2018
XK,Kosovo*,2019,6025.7,B1GQ,CLV10_MEUR,2019
XK,Kosovo*,2020,5703.9,B1GQ,CLV10_MEUR,2020
XK,Kosovo*,2021,6316.9,B1GQ,CLV10_MEUR,2021
XK,Kosovo*,2022,6587.2,B1GQ,CLV10_MEUR,2022
XK,Kosovo*,2023,6855.2,B1GQ,CLV10_MEUR,2023
XK,Kosovo*,2024,7168.7,B1GQ,CLV10_MEUR,2024
