STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,na_item,National accounts indicator (ESA 2010),finpos,Financial position,stk_flow,Stock or flow,sector,Sector,sector2,Counterpart sector,co_nco,Consolidated/Non consolidated,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,CO,Consolidated,PC_GDP,Percentage of gross domestic product (GDP),BG,Bulgaria,2024-Q2,,-6.1,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,CO,Consolidated,PC_GDP,Percentage of gross domestic product (GDP),BG,Bulgaria,2024-Q3,,-6.9,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,CO,Consolidated,PC_GDP,Percentage of gross domestic product (GDP),BG,Bulgaria,2024-Q4,,-6.9,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,CO,Consolidated,PC_GDP,Percentage of gross domestic product (GDP),BG,Bulgaria,2025-Q1,,-6.7,,p,provisional,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,CO,Consolidated,PC_GDP,Percentage of gross domestic product (GDP),BG,Bulgaria,2025-Q2,,-7.0,,p,provisional,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,CO,Consolidated,PC_GDP,Percentage of gross domestic product (GDP),CY,Cyprus,2018-Q1,,-68.3,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,CO,Consolidated,PC_GDP,Percentage of gross domestic product (GDP),CY,Cyprus,2018-Q2,,-65.2,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,CO,Consolidated,PC_GDP,Percentage of gross domestic product (GDP),CY,Cyprus,2018-Q3,,-47.5,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,CO,Consolidated,PC_GDP,Percentage of gross domestic product (GDP),CY,Cyprus,2018-Q4,,-46.1,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,CO,Consolidated,PC_GDP,Percentage of gross domestic product (GDP),CY,Cyprus,2019-Q1,,-46.9,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,CO,Consolidated,PC_GDP,Percentage of gross domestic product (GDP),CY,Cyprus,2019-Q2,,-49.0,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,CO,Consolidated,PC_GDP,Percentage of gross domestic product (GDP),CY,Cyprus,2019-Q3,,-47.6,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,CO,Consolidated,PC_GDP,Percentage of gross domestic product (GDP),CY,Cyprus,2019-Q4,,-47.8,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,CO,Consolidated,PC_GDP,Percentage of gross domestic product (GDP),CY,Cyprus,2020-Q1,,-46.1,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,CO,Consolidated,PC_GDP,Percentage of gross domestic product (GDP),CY,Cyprus,2020-Q2,,-51.2,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,CO,Consolidated,PC_GDP,Percentage of gross domestic product (GDP),CY,Cyprus,2020-Q3,,-55.0,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,CO,Consolidated,PC_GDP,Percentage of gross domestic product (GDP),CY,Cyprus,2020-Q4,,-60.5,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,CO,Consolidated,PC_GDP,Percentage of gross domestic product (GDP),CY,Cyprus,2021-Q1,,-61.4,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,CO,Consolidated,PC_GDP,Percentage of gross domestic product (GDP),CY,Cyprus,2021-Q2,,-61.9,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,CO,Consolidated,PC_GDP,Percentage of gross domestic product (GDP),CY,Cyprus,2021-Q3,,-58.7,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,CO,Consolidated,PC_GDP,Percentage of gross domestic product (GDP),CY,Cyprus,2021-Q4,,-52.2,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,CO,Consolidated,PC_GDP,Percentage of gross domestic product (GDP),CY,Cyprus,2022-Q1,,-46.0,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,CO,Consolidated,PC_GDP,Percentage of gross domestic product (GDP),CY,Cyprus,2022-Q2,,-41.1,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,CO,Consolidated,PC_GDP,Percentage of gross domestic product (GDP),CY,Cyprus,2022-Q3,,-36.4,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,CO,Consolidated,PC_GDP,Percentage of gross domestic product (GDP),CY,Cyprus,2022-Q4,,-29.8,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,CO,Consolidated,PC_GDP,Percentage of gross domestic product (GDP),CY,Cyprus,2023-Q1,,-29.2,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,CO,Consolidated,PC_GDP,Percentage of gross domestic product (GDP),CY,Cyprus,2023-Q2,,-29.0,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,CO,Consolidated,PC_GDP,Percentage of gross domestic product (GDP),CY,Cyprus,2023-Q3,,-25.5,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,CO,Consolidated,PC_GDP,Percentage of gross domestic product (GDP),CY,Cyprus,2023-Q4,,-27.8,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,CO,Consolidated,PC_GDP,Percentage of gross domestic product (GDP),CY,Cyprus,2024-Q1,,-25.9,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,CO,Consolidated,PC_GDP,Percentage of gross domestic product (GDP),CY,Cyprus,2024-Q2,,-25.6,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,CO,Consolidated,PC_GDP,Percentage of gross domestic product (GDP),CY,Cyprus,2024-Q3,,-24.0,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,CO,Consolidated,PC_GDP,Percentage of gross domestic product (GDP),CY,Cyprus,2024-Q4,,-23.8,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,CO,Consolidated,PC_GDP,Percentage of gross domestic product (GDP),CY,Cyprus,2025-Q1,,-21.7,,p,provisional,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,CO,Consolidated,PC_GDP,Percentage of gross domestic product (GDP),CY,Cyprus,2025-Q2,,-22.5,,p,provisional,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,CO,Consolidated,PC_GDP,Percentage of gross domestic product (GDP),CZ,Czechia,2018-Q1,,-10.6,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,CO,Consolidated,PC_GDP,Percentage of gross domestic product (GDP),CZ,Czechia,2018-Q2,,-8.6,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,CO,Consolidated,PC_GDP,Percentage of gross domestic product (GDP),CZ,Czechia,2018-Q3,,-8.6,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,CO,Consolidated,PC_GDP,Percentage of gross domestic product (GDP),CZ,Czechia,2018-Q4,,-8.5,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,CO,Consolidated,PC_GDP,Percentage of gross domestic product (GDP),CZ,Czechia,2019-Q1,,-8.5,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,CO,Consolidated,PC_GDP,Percentage of gross domestic product (GDP),CZ,Czechia,2019-Q2,,-7.6,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,CO,Consolidated,PC_GDP,Percentage of gross domestic product (GDP),CZ,Czechia,2019-Q3,,-7.5,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,CO,Consolidated,PC_GDP,Percentage of gross domestic product (GDP),CZ,Czechia,2019-Q4,,-7.7,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,CO,Consolidated,PC_GDP,Percentage of gross domestic product (GDP),CZ,Czechia,2020-Q1,,-10.2,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,CO,Consolidated,PC_GDP,Percentage of gross domestic product (GDP),CZ,Czechia,2020-Q2,,-11.9,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,CO,Consolidated,PC_GDP,Percentage of gross domestic product (GDP),CZ,Czechia,2020-Q3,,-13.3,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,CO,Consolidated,PC_GDP,Percentage of gross domestic product (GDP),CZ,Czechia,2020-Q4,,-14.0,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,CO,Consolidated,PC_GDP,Percentage of gross domestic product (GDP),CZ,Czechia,2021-Q1,,-14.7,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,CO,Consolidated,PC_GDP,Percentage of gross domestic product (GDP),CZ,Czechia,2021-Q2,,-13.9,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,CO,Consolidated,PC_GDP,Percentage of gross domestic product (GDP),CZ,Czechia,2021-Q3,,-13.0,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,CO,Consolidated,PC_GDP,Percentage of gross domestic product (GDP),CZ,Czechia,2021-Q4,,-12.5,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,CO,Consolidated,PC_GDP,Percentage of gross domestic product (GDP),CZ,Czechia,2022-Q1,,-11.1,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,CO,Consolidated,PC_GDP,Percentage of gross domestic product (GDP),CZ,Czechia,2022-Q2,,-7.9,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,CO,Consolidated,PC_GDP,Percentage of gross domestic product (GDP),CZ,Czechia,2022-Q3,,-9.2,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,CO,Consolidated,PC_GDP,Percentage of gross domestic product (GDP),CZ,Czechia,2022-Q4,,-11.6,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,CO,Consolidated,PC_GDP,Percentage of gross domestic product (GDP),CZ,Czechia,2023-Q1,,-12.0,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,CO,Consolidated,PC_GDP,Percentage of gross domestic product (GDP),CZ,Czechia,2023-Q2,,-12.5,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,CO,Consolidated,PC_GDP,Percentage of gross domestic product (GDP),CZ,Czechia,2023-Q3,,-12.2,,,,,
