DATAFLOW,LAST UPDATE,freq,na_item,finpos,stk_flow,sector,sector2,co_nco,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Million euro,Slovakia,2024-Q2,133869.6,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Million euro,Slovakia,2024-Q3,129911.2,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Million euro,Slovakia,2024-Q4,130572.3,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Million euro,Slovakia,2025-Q1,136067.4,p,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Million euro,Slovakia,2025-Q2,139962.9,p,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Percentage of gross domestic product (GDP),Austria,2018-Q1,128.8,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Percentage of gross domestic product (GDP),Austria,2018-Q2,128.4,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Percentage of gross domestic product (GDP),Austria,2018-Q3,125.5,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Percentage of gross domestic product (GDP),Austria,2018-Q4,123.6,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Percentage of gross domestic product (GDP),Austria,2019-Q1,123.2,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Percentage of gross domestic product (GDP),Austria,2019-Q2,123.5,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Percentage of gross domestic product (GDP),Austria,2019-Q3,125.3,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Percentage of gross domestic product (GDP),Austria,2019-Q4,122.0,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Percentage of gross domestic product (GDP),Austria,2020-Q1,124.2,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Percentage of gross domestic product (GDP),Austria,2020-Q2,136.9,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Percentage of gross domestic product (GDP),Austria,2020-Q3,135.0,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Percentage of gross domestic product (GDP),Austria,2020-Q4,142.3,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Percentage of gross domestic product (GDP),Austria,2021-Q1,144.2,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Percentage of gross domestic product (GDP),Austria,2021-Q2,140.3,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Percentage of gross domestic product (GDP),Austria,2021-Q3,137.6,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Percentage of gross domestic product (GDP),Austria,2021-Q4,134.7,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Percentage of gross domestic product (GDP),Austria,2022-Q1,129.1,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Percentage of gross domestic product (GDP),Austria,2022-Q2,121.1,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Percentage of gross domestic product (GDP),Austria,2022-Q3,115.4,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Percentage of gross domestic product (GDP),Austria,2022-Q4,110.8,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Percentage of gross domestic product (GDP),Austria,2023-Q1,112.8,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Percentage of gross domestic product (GDP),Austria,2023-Q2,111.4,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Percentage of gross domestic product (GDP),Austria,2023-Q3,109.6,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Percentage of gross domestic product (GDP),Austria,2023-Q4,112.0,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Percentage of gross domestic product (GDP),Austria,2024-Q1,113.0,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Percentage of gross domestic product (GDP),Austria,2024-Q2,114.3,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Percentage of gross domestic product (GDP),Austria,2024-Q3,116.6,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Percentage of gross domestic product (GDP),Austria,2024-Q4,115.2,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Percentage of gross domestic product (GDP),Austria,2025-Q1,116.1,p,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Percentage of gross domestic product (GDP),Austria,2025-Q2,117.0,p,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Percentage of gross domestic product (GDP),Belgium,2018-Q1,134.7,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Percentage of gross domestic product (GDP),Belgium,2018-Q2,133.5,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Percentage of gross domestic product (GDP),Belgium,2018-Q3,132.3,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Percentage of gross domestic product (GDP),Belgium,2018-Q4,130.6,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Percentage of gross domestic product (GDP),Belgium,2019-Q1,133.9,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Percentage of gross domestic product (GDP),Belgium,2019-Q2,135.8,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Percentage of gross domestic product (GDP),Belgium,2019-Q3,138.5,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Percentage of gross domestic product (GDP),Belgium,2019-Q4,131.0,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Percentage of gross domestic product (GDP),Belgium,2020-Q1,134.3,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Percentage of gross domestic product (GDP),Belgium,2020-Q2,147.1,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Percentage of gross domestic product (GDP),Belgium,2020-Q3,147.4,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Percentage of gross domestic product (GDP),Belgium,2020-Q4,148.9,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Percentage of gross domestic product (GDP),Belgium,2021-Q1,147.6,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Percentage of gross domestic product (GDP),Belgium,2021-Q2,144.0,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Percentage of gross domestic product (GDP),Belgium,2021-Q3,142.2,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Percentage of gross domestic product (GDP),Belgium,2021-Q4,138.8,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Percentage of gross domestic product (GDP),Belgium,2022-Q1,130.9,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Percentage of gross domestic product (GDP),Belgium,2022-Q2,122.6,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Percentage of gross domestic product (GDP),Belgium,2022-Q3,114.9,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Percentage of gross domestic product (GDP),Belgium,2022-Q4,110.7,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Percentage of gross domestic product (GDP),Belgium,2023-Q1,112.4,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Percentage of gross domestic product (GDP),Belgium,2023-Q2,110.8,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Percentage of gross domestic product (GDP),Belgium,2023-Q3,109.5,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Percentage of gross domestic product (GDP),Belgium,2023-Q4,112.7,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Percentage of gross domestic product (GDP),Belgium,2024-Q1,114.2,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Percentage of gross domestic product (GDP),Belgium,2024-Q2,112.7,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Percentage of gross domestic product (GDP),Belgium,2024-Q3,114.0,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Percentage of gross domestic product (GDP),Belgium,2024-Q4,112.6,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Percentage of gross domestic product (GDP),Belgium,2025-Q1,114.3,p,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Percentage of gross domestic product (GDP),Belgium,2025-Q2,115.4,p,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Percentage of gross domestic product (GDP),Bulgaria,2018-Q1,33.9,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Percentage of gross domestic product (GDP),Bulgaria,2018-Q2,33.4,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Percentage of gross domestic product (GDP),Bulgaria,2018-Q3,32.7,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Percentage of gross domestic product (GDP),Bulgaria,2018-Q4,32.9,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Percentage of gross domestic product (GDP),Bulgaria,2019-Q1,30.9,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Percentage of gross domestic product (GDP),Bulgaria,2019-Q2,30.3,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Percentage of gross domestic product (GDP),Bulgaria,2019-Q3,30.7,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Percentage of gross domestic product (GDP),Bulgaria,2019-Q4,30.4,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Percentage of gross domestic product (GDP),Bulgaria,2020-Q1,29.1,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Percentage of gross domestic product (GDP),Bulgaria,2020-Q2,30.6,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Percentage of gross domestic product (GDP),Bulgaria,2020-Q3,34.7,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Percentage of gross domestic product (GDP),Bulgaria,2020-Q4,35.5,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Percentage of gross domestic product (GDP),Bulgaria,2021-Q1,34.0,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Percentage of gross domestic product (GDP),Bulgaria,2021-Q2,33.7,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Percentage of gross domestic product (GDP),Bulgaria,2021-Q3,32.5,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Percentage of gross domestic product (GDP),Bulgaria,2021-Q4,35.8,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Percentage of gross domestic product (GDP),Bulgaria,2022-Q1,32.0,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Percentage of gross domestic product (GDP),Bulgaria,2022-Q2,29.9,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Percentage of gross domestic product (GDP),Bulgaria,2022-Q3,30.7,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Percentage of gross domestic product (GDP),Bulgaria,2022-Q4,32.7,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Percentage of gross domestic product (GDP),Bulgaria,2023-Q1,31.3,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Percentage of gross domestic product (GDP),Bulgaria,2023-Q2,30.7,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Percentage of gross domestic product (GDP),Bulgaria,2023-Q3,29.5,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Percentage of gross domestic product (GDP),Bulgaria,2023-Q4,33.0,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Percentage of gross domestic product (GDP),Bulgaria,2024-Q1,32.2,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Percentage of gross domestic product (GDP),Bulgaria,2024-Q2,31.4,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Percentage of gross domestic product (GDP),Bulgaria,2024-Q3,33.5,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Percentage of gross domestic product (GDP),Bulgaria,2024-Q4,33.5,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Percentage of gross domestic product (GDP),Bulgaria,2025-Q1,32.4,p,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Percentage of gross domestic product (GDP),Bulgaria,2025-Q2,34.7,p,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Percentage of gross domestic product (GDP),Cyprus,2018-Q1,145.1,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Percentage of gross domestic product (GDP),Cyprus,2018-Q2,153.1,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Percentage of gross domestic product (GDP),Cyprus,2018-Q3,180.0,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Percentage of gross domestic product (GDP),Cyprus,2018-Q4,170.6,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Percentage of gross domestic product (GDP),Cyprus,2019-Q1,174.4,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Percentage of gross domestic product (GDP),Cyprus,2019-Q2,179.1,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Percentage of gross domestic product (GDP),Cyprus,2019-Q3,168.5,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Percentage of gross domestic product (GDP),Cyprus,2019-Q4,164.7,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Percentage of gross domestic product (GDP),Cyprus,2020-Q1,163.9,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Percentage of gross domestic product (GDP),Cyprus,2020-Q2,182.7,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Percentage of gross domestic product (GDP),Cyprus,2020-Q3,191.7,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Percentage of gross domestic product (GDP),Cyprus,2020-Q4,192.6,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Percentage of gross domestic product (GDP),Cyprus,2021-Q1,195.3,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Percentage of gross domestic product (GDP),Cyprus,2021-Q2,182.0,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Percentage of gross domestic product (GDP),Cyprus,2021-Q3,175.3,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Percentage of gross domestic product (GDP),Cyprus,2021-Q4,165.0,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Percentage of gross domestic product (GDP),Cyprus,2022-Q1,159.0,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Percentage of gross domestic product (GDP),Cyprus,2022-Q2,145.1,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Percentage of gross domestic product (GDP),Cyprus,2022-Q3,137.9,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Percentage of gross domestic product (GDP),Cyprus,2022-Q4,131.8,,
ESTAT:GOV_10Q_GGFA(1.0),21/10/25 11:00:00,Quarterly,Total financial assets/liabilities,Liabilities,Stock,General government,Total economy and rest of the world,Non-consolidated,Percentage of gross domestic product (GDP),Cyprus,2023-Q1,130.4,,
